,avgOR,AvgOffRating,avgStl,Avg FT%,avgAst,Neutral Win,AvgDefRating,Season,avgPf,Away Win,Avg FG%,Top 10 Wins,AvgWinRank,avgBlk,Avg FG3%,Wins,Losses,AvgLossRank,avgDr,Games,Team,Top 25 Wins,avgScore,Upsets,AvgNetRating,Home Win,AvgTO,Conference
2012_1316,11.26,100.09,5.77,60.88,12.06,0,103.52,2012,18.65,5,45.75,0,249.8,3.13,35.82,15,16,110.63,22.84,31,1316,0,67.19,1,-3.43,10,15.55,a_sun
2012_1317,12.38,98.83,6.1,70.57,11.59,2,96.07,2012,17.62,5,42.7,0,230.07,4.14,32.37,15,14,147.0,25.66,29,1317,0,68.93,6,2.76,8,14.48,sun_belt
2012_1318,11.06,97.2,7.94,70.23,11.9,1,100.48,2012,18.65,6,42.81,0,222.93,3.84,34.85,14,17,123.29,21.13,31,1318,0,62.61,5,-3.28,7,15.58,caa
2012_1319,11.22,90.11,6.33,68.74,13.15,0,110.83,2012,16.44,1,39.54,0,259.67,2.15,31.74,3,24,194.63,20.26,27,1319,0,60.04,3,-20.72,2,15.07,big_sky
2012_1320,7.84,102.66,5.84,72.64,11.16,2,99.0,2012,15.65,4,42.87,0,147.11,1.94,38.69,18,13,87.62,23.42,31,1320,1,64.58,3,3.66,12,11.16,mvc
2012_1321,8.39,109.69,6.55,69.33,15.32,3,106.75,2012,16.1,4,45.28,1,152.61,3.68,38.61,18,13,36.92,20.87,31,1321,1,69.52,1,2.95,11,10.13,big_ten
2012_1322,12.14,96.41,8.41,60.94,12.52,0,99.33,2012,20.28,5,41.94,0,257.77,6.38,31.14,13,16,153.38,23.14,29,1322,0,68.9,4,-2.92,8,14.62,southland
2012_1323,10.27,106.47,5.18,70.78,14.48,1,97.86,2012,13.76,5,43.18,2,138.82,3.42,32.92,22,11,62.09,23.76,33,1323,3,66.48,4,8.61,16,10.03,big_east
2012_1324,10.84,112.12,6.26,73.08,13.23,0,112.11,2012,18.77,8,45.33,0,218.94,2.23,37.63,16,15,112.8,22.65,31,1324,0,79.68,3,0.01,8,12.42,summit
2012_1325,12.7,104.16,9.45,68.12,12.94,3,93.52,2012,19.76,8,42.68,0,184.85,2.7,33.33,26,7,131.57,21.55,33,1325,0,70.21,1,10.64,15,13.21,mac
2012_1326,11.88,111.62,7.21,69.78,14.97,2,89.29,2012,16.06,7,48.3,2,118.19,3.0,32.61,27,7,22.71,25.06,34,1326,6,74.76,2,22.33,18,11.62,big_ten
2012_1328,13.0,102.39,6.26,72.71,13.9,3,101.94,2012,17.35,1,43.46,0,195.33,3.1,35.16,15,16,61.19,23.87,31,1328,0,69.1,5,0.45,11,12.77,big_twelve
2012_1329,8.06,99.83,6.38,74.01,11.28,2,102.46,2012,19.0,2,42.07,1,171.21,4.22,33.33,14,18,56.56,23.5,32,1329,1,66.53,4,-2.62,10,11.69,big_twelve
2012_1330,15.39,98.98,8.79,61.84,12.61,2,91.97,2012,18.67,8,40.5,0,209.2,4.48,31.18,20,13,68.23,24.67,33,1330,0,65.52,2,7.01,10,13.67,caa
2012_1331,10.76,111.83,6.58,74.56,13.52,2,101.85,2012,16.91,10,48.67,0,200.81,2.48,35.98,27,6,101.5,21.3,33,1331,0,72.97,2,9.98,15,13.06,summit
2012_1332,10.68,107.61,6.06,70.14,13.61,1,99.66,2012,16.81,6,46.14,0,181.91,3.55,37.1,22,9,57.56,23.68,31,1332,0,72.16,1,7.95,15,13.32,pac_twelve
2012_1333,11.97,107.72,9.19,67.43,15.47,3,101.99,2012,19.19,4,46.57,0,187.67,4.41,35.73,18,14,102.5,22.75,32,1333,0,78.5,7,5.74,11,13.72,pac_twelve
2012_1334,10.21,97.92,5.07,69.56,12.39,0,107.18,2012,17.14,3,40.35,0,260.44,1.79,31.87,9,19,171.42,21.39,28,1334,0,62.11,5,-9.26,6,11.96,big_west
2012_1335,8.45,101.94,7.39,73.1,13.48,0,99.52,2012,19.81,8,44.59,0,192.95,2.39,37.46,19,12,91.33,21.65,31,1335,0,65.13,3,2.41,11,12.74,ivy
2012_1336,12.41,97.6,6.81,68.56,10.75,1,103.09,2012,19.88,1,39.27,0,173.25,2.41,31.07,12,20,56.0,21.47,32,1336,0,61.78,6,-5.49,10,12.19,big_ten
2012_1337,12.0,93.62,4.54,65.31,12.29,0,105.3,2012,18.43,4,39.77,0,249.44,2.96,31.87,9,19,146.63,24.18,28,1337,0,59.29,5,-11.67,5,13.64,wcc
2012_1338,14.03,108.03,4.91,70.18,14.97,2,104.5,2012,17.42,4,45.03,0,152.59,2.76,33.78,17,16,55.13,22.58,33,1338,1,68.7,4,3.53,11,13.48,big_east
2012_1339,10.53,95.12,4.7,71.53,11.77,3,111.36,2012,20.83,1,42.64,0,254.5,2.83,31.89,6,24,105.63,22.6,30,1339,0,64.73,2,-16.24,2,15.7,wcc
2012_1340,10.13,108.85,5.03,73.76,11.03,2,109.32,2012,17.53,5,47.75,0,271.47,2.87,35.19,15,15,139.27,23.77,30,1340,0,74.5,1,-0.46,8,13.83,big_sky
2012_1341,13.79,86.61,7.48,54.25,10.17,2,95.65,2012,19.83,3,38.29,0,306.18,3.07,31.26,11,18,197.11,24.1,29,1341,0,61.1,2,-9.03,6,16.28,swac
2012_1342,8.64,103.12,4.39,71.08,10.54,0,106.94,2012,15.75,7,45.84,0,259.23,1.75,33.97,13,15,185.53,20.57,28,1342,0,63.79,4,-3.82,6,12.93,big_south
2012_1343,7.96,102.87,6.29,68.27,14.07,0,96.06,2012,16.79,8,45.77,0,188.53,3.96,37.43,17,11,120.18,24.36,28,1343,1,65.71,3,6.81,9,12.5,ivy
2012_1344,12.81,103.48,5.31,70.46,13.59,0,105.84,2012,16.94,4,42.72,0,217.93,5.19,35.35,15,17,52.94,24.09,32,1344,1,68.84,3,-2.35,11,12.22,big_east
2012_1345,11.27,111.55,6.55,65.18,13.7,3,102.26,2012,17.79,5,44.09,0,147.38,3.24,37.69,21,12,36.67,21.76,33,1345,2,72.18,3,9.29,13,8.67,big_ten
2012_1346,16.9,105.39,5.45,63.85,12.52,0,97.45,2012,20.74,9,42.55,0,237.22,3.29,33.5,18,13,151.08,26.55,31,1346,0,71.23,4,7.94,9,12.68,nec
2012_1347,11.87,90.98,6.97,64.66,10.33,0,105.14,2012,21.27,1,38.03,0,264.5,2.53,30.58,4,26,190.92,20.1,30,1347,0,60.07,3,-14.17,3,13.73,big_south
2012_1348,15.71,98.38,6.45,68.98,11.23,1,109.05,2012,18.03,2,40.1,0,171.0,3.9,27.82,7,24,124.67,22.68,31,1348,0,68.58,5,-10.67,4,14.55,a_ten
2012_1349,9.28,98.38,7.07,66.56,14.28,0,98.5,2012,17.59,6,43.69,0,230.43,4.38,34.4,14,15,91.27,25.0,29,1349,0,67.34,4,-0.12,8,13.0,cusa
2012_1350,9.19,105.92,6.06,76.31,12.41,1,103.56,2012,17.53,4,42.74,0,179.38,5.03,35.77,16,16,92.5,21.09,32,1350,1,68.97,5,2.36,11,11.47,a_ten
2012_1351,9.25,102.67,5.97,71.86,13.84,0,107.85,2012,17.44,5,45.01,0,239.77,3.97,37.67,13,19,124.63,24.28,32,1351,0,71.59,3,-5.18,8,15.09,maac
2012_1352,14.24,105.01,8.47,70.81,13.06,0,98.23,2012,21.0,13,41.7,0,229.38,2.53,34.89,24,10,121.5,21.38,34,1352,0,68.68,4,6.78,11,13.82,nec
2012_1353,12.78,97.85,8.16,69.7,12.72,1,99.19,2012,21.03,2,42.4,0,169.14,3.81,33.53,14,18,75.78,21.69,32,1353,0,65.47,8,-1.34,11,14.84,big_east
2012_1354,14.21,91.38,5.76,64.93,10.55,0,112.39,2012,18.41,1,39.17,0,318.67,4.17,28.18,3,26,221.08,23.0,29,1354,0,64.21,3,-21.01,2,15.69,meac
2012_1355,10.16,114.67,6.47,72.97,13.91,5,99.91,2012,16.22,8,46.48,0,196.6,1.84,39.31,25,7,153.0,23.88,32,1355,0,76.38,0,14.76,12,10.41,summit
2012_1356,11.73,94.2,7.2,64.24,11.8,0,104.77,2012,21.3,2,41.5,0,232.63,3.2,28.63,8,22,105.18,20.73,30,1356,0,62.7,3,-10.57,6,13.87,mvc
2012_1357,10.03,102.92,6.59,74.51,13.94,2,104.54,2012,18.38,5,45.96,0,267.14,3.19,36.9,14,18,154.56,23.91,32,1357,0,71.16,5,-1.61,7,15.34,nec
2012_1358,9.68,87.56,5.57,58.86,11.96,0,96.89,2012,18.54,5,40.74,0,295.11,2.11,29.91,9,19,156.84,23.21,28,1358,0,56.0,2,-9.33,4,15.46,southland
2012_1359,9.5,100.91,5.39,65.69,13.5,0,109.48,2012,17.36,4,43.52,0,201.33,2.04,32.42,9,19,195.32,22.07,28,1359,0,64.71,8,-8.57,5,12.96,southern
2012_1360,8.41,99.5,6.59,66.05,13.45,2,105.03,2012,18.21,4,44.78,0,257.45,3.24,36.65,11,18,101.67,21.59,29,1360,0,66.41,1,-5.53,5,13.34,wcc
2012_1361,10.48,104.09,5.42,70.24,12.32,2,95.18,2012,16.16,7,45.28,0,151.46,2.32,33.72,24,7,43.0,26.1,31,1361,1,70.13,1,8.91,15,12.71,mwc
2012_1362,9.65,107.1,8.26,69.59,13.71,3,104.09,2012,18.23,5,47.07,0,232.0,1.77,35.56,18,13,88.0,22.61,31,1362,1,75.23,3,3.02,10,13.23,wcc
2012_1363,10.93,98.95,4.83,74.65,12.87,1,108.94,2012,17.6,2,38.76,0,261.88,1.2,32.69,8,22,152.91,22.37,30,1363,0,66.33,6,-9.98,5,11.1,wac
2012_1364,12.32,110.34,5.5,70.15,14.96,2,101.08,2012,17.82,7,45.21,0,257.44,5.25,37.94,18,10,70.9,25.57,28,1364,0,72.25,0,9.26,9,12.04,big_west
2012_1365,11.18,101.75,4.68,71.23,12.32,2,112.89,2012,21.18,0,40.42,0,213.5,3.21,35.93,6,22,145.45,21.11,28,1365,0,68.61,5,-11.14,4,11.36,wcc
2012_1366,13.77,96.56,6.5,59.21,12.13,1,91.87,2012,19.03,6,41.57,0,289.16,3.17,33.08,19,11,149.09,21.87,30,1366,0,62.4,0,4.69,12,15.07,meac
2012_1367,14.47,102.85,7.8,63.47,12.83,1,100.99,2012,19.6,7,43.71,0,237.56,4.3,34.77,18,12,143.33,21.6,30,1367,0,70.6,1,1.86,10,14.83,a_sun
2012_1368,11.31,87.3,6.04,58.64,10.35,0,95.55,2012,17.88,1,39.78,0,268.11,3.5,28.73,9,17,200.0,23.96,26,1368,0,57.65,6,-8.25,8,15.58,southland
2012_1369,11.48,105.76,4.83,62.61,14.38,1,107.84,2012,19.21,4,46.82,0,269.85,3.41,37.36,13,16,162.75,23.48,29,1369,0,69.48,5,-2.08,8,13.14,ovc
2012_1370,13.6,100.25,8.36,69.01,13.68,0,102.14,2012,21.52,2,43.02,0,230.7,3.12,32.61,10,15,163.87,26.76,25,1370,0,75.92,7,-1.9,8,15.0,ind
2012_1371,11.38,103.69,8.25,67.07,14.09,3,94.87,2012,17.75,4,43.69,0,146.7,3.06,35.94,20,12,62.42,24.13,32,1371,1,68.56,4,8.82,13,12.63,big_east
2012_1372,10.89,97.09,6.29,62.15,13.54,1,90.04,2012,16.86,7,44.5,0,263.38,2.71,27.88,16,12,178.08,23.46,28,1372,0,59.18,3,7.05,8,13.5,southland
2012_1373,11.39,96.18,5.81,67.99,12.61,1,100.18,2012,13.94,3,42.43,0,204.93,3.42,30.67,14,17,162.12,24.71,31,1373,0,63.71,9,-4.0,10,14.1,maac
2012_1374,7.5,95.87,6.77,67.65,11.6,1,100.09,2012,17.0,3,41.47,0,194.55,2.27,33.73,11,19,123.0,20.13,30,1374,0,58.47,8,-4.22,7,12.7,cusa
2012_1375,15.07,99.75,4.93,69.4,11.21,2,101.5,2012,17.36,6,42.54,0,230.69,4.82,34.02,16,12,122.5,24.43,28,1375,0,66.46,2,-1.75,8,16.07,sun_belt
2012_1376,12.35,98.25,6.84,70.09,9.97,0,104.53,2012,18.1,1,40.22,0,187.5,4.87,32.64,10,21,79.24,18.94,31,1376,0,61.39,6,-6.27,9,12.71,sec
2012_1377,8.54,99.9,6.42,71.49,13.62,0,108.83,2012,16.04,3,44.45,0,195.13,3.38,35.48,8,18,172.83,24.19,26,1377,0,69.62,7,-8.93,5,13.27,summit
2012_1378,10.38,98.02,5.56,70.97,11.63,1,95.11,2012,15.38,5,43.46,0,140.89,3.56,31.08,19,13,51.23,23.31,32,1378,1,58.81,2,2.92,13,13.69,big_east
2012_1379,13.71,107.33,5.87,73.68,10.74,3,100.37,2012,19.19,7,40.95,0,136.22,2.94,35.5,23,8,86.25,22.45,31,1379,1,70.74,1,6.97,13,10.81,cusa
2012_1380,7.86,90.27,5.54,68.58,10.54,1,97.09,2012,19.21,6,40.7,0,314.14,3.39,31.68,14,14,207.57,24.64,28,1380,0,59.75,1,-6.82,7,13.96,swac
2012_1381,9.52,101.06,5.28,73.87,14.34,3,105.03,2012,20.55,4,47.13,0,254.67,2.31,30.42,12,17,139.94,22.1,29,1381,0,65.52,4,-3.97,5,13.55,summit
2012_1382,11.39,106.94,5.71,76.04,13.81,3,98.74,2012,18.58,6,45.83,0,166.0,4.19,34.08,20,11,84.55,24.29,31,1382,0,70.68,3,8.21,11,14.19,a_ten
2012_1383,11.47,98.96,6.83,66.27,13.07,0,97.36,2012,21.43,7,43.15,0,254.27,2.43,35.57,15,15,179.2,24.7,30,1383,0,69.47,3,1.59,8,16.2,nec
2012_1384,8.45,94.52,6.48,65.32,12.52,0,108.79,2012,17.34,1,45.85,0,255.33,2.76,33.67,6,23,167.17,19.62,29,1384,0,60.79,3,-14.28,5,15.76,nec
2012_1385,12.5,98.31,7.97,68.02,10.78,0,105.61,2012,16.66,2,41.99,0,177.77,3.72,28.2,13,19,66.74,21.78,32,1385,0,66.53,6,-7.3,11,13.22,big_east
2012_1386,9.61,106.98,4.82,69.57,14.58,2,100.53,2012,15.21,5,47.13,0,149.0,7.09,36.61,20,13,76.0,26.76,33,1386,2,72.15,3,6.45,13,12.76,a_ten
2012_1387,10.23,109.41,6.97,71.48,14.0,4,90.39,2012,16.97,6,45.38,0,145.25,3.03,36.88,24,7,88.57,22.52,31,1387,0,69.1,0,19.03,14,11.29,a_ten
2012_1388,11.43,113.53,6.8,72.87,15.4,3,97.24,2012,15.93,8,46.93,0,181.64,2.93,34.45,25,5,53.0,24.77,30,1388,2,73.8,2,16.29,14,11.73,wcc
2012_1389,10.35,88.36,7.61,64.78,12.58,0,104.65,2012,19.29,2,40.58,0,288.4,3.55,31.49,5,26,143.77,19.94,31,1389,0,58.03,2,-16.29,3,15.61,maac
2012_1390,12.47,103.69,6.16,66.52,12.53,2,92.49,2012,19.41,5,43.93,0,188.29,3.19,36.84,21,11,95.0,24.5,32,1390,0,70.5,5,11.2,14,13.84,pac_twelve
2012_1391,11.64,98.5,6.61,68.97,14.82,0,107.38,2012,19.54,3,44.06,0,255.75,2.82,34.33,8,20,141.35,24.68,28,1391,0,71.96,5,-8.88,5,17.79,a_sun
2012_1392,13.6,105.54,5.2,70.24,10.53,2,96.01,2012,14.97,7,42.34,0,262.71,1.6,32.92,21,9,163.56,23.13,30,1392,0,65.7,1,9.54,12,12.03,aec
2012_1393,12.73,113.0,9.61,69.13,15.82,3,92.04,2012,15.12,9,46.57,1,110.26,7.09,34.53,31,2,40.5,22.61,33,1393,4,74.58,0,20.97,19,10.55,big_east
2012_1394,10.8,87.59,5.7,60.0,11.57,0,101.7,2012,19.73,3,39.58,0,250.33,3.7,30.59,6,24,192.13,23.0,30,1394,0,58.5,5,-14.11,3,15.2,southland
2012_1395,10.73,101.47,6.67,69.21,13.1,1,104.74,2012,19.17,3,42.72,0,153.0,2.47,35.87,16,14,97.29,21.47,30,1395,1,70.5,6,-3.27,12,13.37,mwc
2012_1396,10.52,110.18,7.23,71.85,15.61,2,100.53,2012,17.68,10,47.16,1,130.71,4.16,40.21,24,7,86.86,24.52,31,1396,2,76.03,2,9.65,12,12.52,a_ten
2012_1397,11.58,103.4,5.68,70.57,12.68,0,99.2,2012,18.68,3,43.61,0,145.47,4.32,34.89,17,14,63.21,25.06,31,1397,1,68.48,6,4.19,14,13.9,sec
2012_1398,11.0,100.76,7.13,69.55,12.07,2,100.16,2012,18.17,7,43.75,0,234.11,3.37,34.3,18,12,108.42,22.1,30,1398,1,67.23,1,0.6,9,14.57,ovc
2012_1399,10.87,104.98,6.5,72.33,13.33,3,103.34,2012,19.1,7,46.26,0,224.24,2.3,37.28,17,13,133.62,22.67,30,1399,0,71.47,2,1.64,7,14.97,ovc
2012_1400,13.42,108.35,6.82,73.08,12.36,1,99.28,2012,19.52,4,43.64,0,162.8,3.64,32.7,20,13,34.23,22.76,33,1400,1,73.06,4,9.08,15,12.58,big_twelve
2012_1401,10.26,95.91,5.74,66.53,11.35,1,97.44,2012,17.9,2,42.92,0,234.54,2.26,32.42,13,18,47.28,23.29,31,1401,0,60.65,4,-1.53,10,13.19,big_twelve
2012_1402,11.5,100.59,7.96,70.16,13.5,1,103.93,2012,21.08,3,42.55,0,267.22,2.96,36.36,9,17,196.76,22.88,26,1402,0,73.92,4,-3.34,5,14.42,southland
2012_1403,7.81,90.31,5.19,70.17,11.13,0,104.46,2012,21.23,1,43.81,0,248.5,2.97,35.68,8,23,78.87,22.48,31,1403,0,59.48,4,-14.15,7,17.1,big_twelve
2012_1404,11.79,91.54,6.03,71.12,12.59,0,112.89,2012,19.45,2,40.46,0,221.0,2.34,28.22,2,27,181.44,19.52,29,1404,0,61.41,1,-21.34,0,15.62,ovc
2012_1405,10.34,103.06,6.78,71.79,12.53,2,101.76,2012,17.19,5,44.7,0,242.56,2.16,36.64,16,16,175.0,22.47,32,1405,0,68.06,6,1.29,9,13.69,mac
2012_1406,13.72,81.37,5.53,58.58,8.16,0,110.47,2012,18.34,0,36.69,0,213.0,4.22,27.0,1,31,143.87,22.13,32,1406,0,51.47,1,-29.1,1,18.13,caa
2012_1407,13.3,102.43,6.3,66.9,12.37,0,111.07,2012,17.37,4,40.84,0,226.67,3.59,33.87,9,18,156.11,21.04,27,1407,0,69.63,8,-8.64,5,12.19,sun_belt
2012_1408,10.52,97.74,6.93,65.91,12.03,0,96.18,2012,17.03,2,41.67,0,262.15,3.28,33.4,13,16,116.19,23.14,29,1408,0,63.48,6,1.56,11,12.83,cusa
2012_1409,10.94,102.94,4.81,68.09,11.13,1,97.23,2012,18.55,6,45.02,0,179.0,4.94,38.44,17,14,102.71,25.39,31,1409,0,67.52,4,5.71,10,14.77,cusa
2012_1410,8.21,91.31,5.0,70.47,12.46,0,105.59,2012,17.86,1,40.28,0,292.0,1.82,36.13,7,21,185.57,21.36,28,1410,0,61.04,4,-14.28,6,15.36,gwc
2012_1411,11.27,92.09,8.42,63.0,10.03,2,94.32,2012,17.94,4,41.25,0,317.6,4.21,32.91,15,18,146.17,23.85,33,1411,0,61.24,0,-2.23,9,16.97,swac
2012_1412,11.29,97.59,4.39,68.55,11.35,1,98.36,2012,15.94,6,41.95,0,180.53,3.55,34.42,15,16,71.81,23.68,31,1412,1,60.48,3,-0.77,8,14.16,cusa
2012_1413,8.87,92.47,4.77,67.41,12.0,0,112.24,2012,18.37,1,40.85,0,276.75,2.33,37.36,4,26,193.81,21.97,30,1413,0,61.33,3,-19.77,3,15.5,big_west
2012_1414,11.38,96.4,4.83,63.94,15.34,1,103.87,2012,18.52,3,41.51,0,269.6,4.1,35.69,10,19,137.42,25.07,29,1414,0,67.76,4,-7.47,6,14.79,big_west
2012_1415,9.83,90.02,4.28,68.56,9.66,1,99.92,2012,17.48,5,40.08,0,253.25,3.9,31.39,12,17,167.41,23.55,29,1415,0,57.86,5,-9.9,6,13.28,big_west
2012_1416,12.8,102.76,6.2,63.38,11.1,3,97.86,2012,16.97,3,43.02,0,171.4,4.13,30.26,20,10,63.8,23.43,30,1416,1,65.07,3,4.89,14,12.33,cusa
2012_1417,10.84,104.77,7.94,66.38,14.19,5,96.59,2012,16.84,3,45.94,0,197.56,4.31,37.38,18,14,70.71,23.25,32,1417,0,67.84,6,8.18,10,11.81,pac_twelve
2012_1418,11.9,94.77,5.43,63.17,11.47,1,96.41,2012,20.53,5,42.62,0,219.93,4.8,32.51,15,15,146.0,26.07,30,1418,0,67.47,4,-1.65,9,16.4,sun_belt
2012_1419,9.21,92.61,5.32,65.06,11.29,0,111.25,2012,17.61,3,40.79,0,244.67,2.21,35.98,3,25,163.96,22.25,28,1419,0,60.07,3,-18.64,0,13.14,sun_belt
2012_1420,12.23,90.53,5.83,66.13,10.3,0,110.6,2012,21.0,3,39.13,0,323.75,1.8,29.69,4,26,206.31,22.6,30,1420,0,63.23,2,-20.07,1,14.63,aec
2012_1421,10.6,111.2,8.07,77.15,15.3,1,102.42,2012,17.93,8,46.85,0,254.76,2.23,34.78,21,9,100.44,22.73,30,1421,0,78.53,0,8.78,12,13.5,big_south
2012_1422,13.68,96.7,7.52,68.2,11.55,2,106.78,2012,21.26,4,40.32,0,258.33,2.61,33.59,12,19,140.95,22.1,31,1422,0,69.68,3,-10.08,6,15.16,southern
2012_1423,12.16,97.6,5.58,67.93,11.94,1,105.59,2012,17.81,4,41.55,0,227.1,3.94,32.64,10,21,129.33,24.55,31,1423,0,64.94,4,-7.98,5,13.81,caa
2012_1424,11.31,107.54,8.13,68.37,17.56,1,94.6,2012,17.38,5,46.07,1,153.0,4.88,37.25,24,8,42.5,26.25,32,1424,1,75.94,1,12.93,18,13.72,mwc
2012_1425,8.0,86.55,5.75,60.99,9.53,1,96.8,2012,14.88,1,38.72,0,240.67,2.03,27.08,6,26,104.31,19.06,32,1425,0,52.59,3,-10.25,4,10.66,pac_twelve
2012_1426,13.16,105.39,8.03,70.74,13.23,3,93.26,2012,19.23,9,44.49,0,252.87,3.74,35.66,23,8,128.63,26.03,31,1426,0,76.32,2,12.13,11,16.29,southland
2012_1427,9.3,103.2,8.0,74.14,13.07,2,99.57,2012,17.97,8,44.13,0,233.25,3.0,39.07,16,14,191.64,23.4,30,1427,0,71.6,4,3.63,6,14.0,southland
2012_1428,7.37,88.12,5.23,66.39,10.4,0,111.43,2012,16.6,0,40.4,0,212.2,2.5,30.98,5,25,111.36,21.37,30,1428,0,55.4,4,-23.31,5,14.03,pac_twelve
2012_1429,9.0,106.63,3.87,70.18,12.71,0,102.83,2012,18.03,4,47.2,0,203.44,3.16,37.42,16,15,136.0,23.84,31,1429,0,67.13,3,3.8,12,12.0,wac
2012_1430,12.96,99.5,6.29,70.64,12.43,1,99.02,2012,16.29,5,41.12,0,299.25,3.5,31.03,16,12,177.75,26.04,28,1430,0,68.0,1,0.49,10,12.82,gwc
2012_1431,8.41,98.65,4.72,68.34,13.97,3,99.23,2012,16.88,1,45.78,0,172.27,2.72,34.04,15,17,116.71,23.31,32,1431,2,63.16,5,-0.57,11,13.47,cusa
2012_1433,12.38,104.21,10.62,68.94,12.24,5,91.04,2012,18.15,10,41.01,0,179.86,3.71,33.73,28,6,98.17,21.29,34,1433,0,68.38,0,13.18,13,11.38,caa
2012_1434,8.39,103.54,5.9,70.96,13.55,0,101.32,2012,17.68,8,46.86,0,174.65,2.84,34.82,20,11,147.36,23.84,31,1434,0,67.94,3,2.22,12,14.81,horizon
2012_1435,10.41,109.4,5.94,69.75,12.85,5,97.79,2012,16.03,6,45.93,2,111.21,4.0,38.94,24,10,57.9,24.12,34,1435,2,72.91,2,11.6,13,13.18,sec
2012_1436,11.06,105.26,6.24,74.19,13.26,2,94.79,2012,17.32,11,44.31,0,257.09,2.38,34.59,23,11,132.64,24.29,34,1436,0,67.24,1,10.47,10,12.35,aec
2012_1437,13.91,103.3,5.56,75.41,12.31,2,103.3,2012,19.16,2,41.23,0,158.77,3.16,31.51,13,19,49.74,25.19,32,1437,0,70.81,3,0.01,9,13.97,big_east
2012_1438,8.1,103.2,6.52,72.45,12.32,2,87.22,2012,15.84,7,45.98,0,166.09,2.81,33.7,22,9,51.56,24.39,31,1438,1,63.06,2,15.98,13,11.42,acc
2012_1439,11.18,101.97,5.55,72.45,11.7,2,98.81,2012,17.61,3,41.96,0,174.25,3.24,36.48,16,17,62.88,22.48,33,1439,0,65.06,2,3.16,11,11.85,acc
2012_1440,9.83,104.3,7.57,72.58,12.2,3,108.83,2012,18.97,1,43.63,0,280.5,3.5,31.59,14,16,177.63,21.87,30,1440,0,76.63,3,-4.53,10,13.43,big_south
2012_1441,12.61,100.52,7.61,68.36,10.27,4,105.44,2012,19.36,4,41.29,0,249.2,2.88,35.26,15,18,160.72,21.67,33,1441,0,68.27,3,-4.93,7,13.3,southern
2012_1442,6.93,100.24,5.87,68.75,12.47,2,99.24,2012,15.1,6,45.63,0,195.38,2.73,39.6,16,14,130.93,21.6,30,1442,0,60.5,4,1.01,8,11.3,summit
2012_1443,12.52,95.23,5.52,69.29,11.06,4,99.31,2012,19.82,3,39.68,0,196.87,4.09,30.81,15,18,139.22,23.39,33,1443,0,65.06,7,-4.08,8,15.03,sun_belt
2012_1444,12.0,102.96,4.55,71.37,13.09,1,104.86,2012,19.06,2,43.47,0,245.31,3.09,33.85,13,20,118.4,25.0,33,1444,0,68.24,3,-1.9,10,14.48,mac
2012_1447,12.39,107.19,7.87,74.35,12.9,1,93.61,2012,21.97,12,44.09,0,230.68,4.06,36.04,25,6,101.5,22.26,31,1447,0,73.39,1,13.59,12,13.29,nec
2012_1448,8.45,98.26,5.23,73.6,11.71,1,105.96,2012,16.71,3,42.72,0,198.85,4.58,33.27,13,18,91.61,23.61,31,1448,0,65.45,4,-7.71,9,12.71,acc
2012_1449,14.55,105.44,6.74,61.11,13.26,0,98.39,2012,20.1,6,44.8,0,191.24,4.0,34.19,21,10,57.6,25.77,31,1449,0,75.19,1,7.05,15,13.29,pac_twelve
2012_1450,9.4,104.76,5.0,70.59,13.8,2,103.41,2012,17.3,4,46.22,0,215.21,2.73,35.66,14,16,114.81,23.37,30,1450,0,68.27,5,1.35,8,13.57,pac_twelve
2012_1451,8.57,111.99,5.36,80.91,12.68,2,103.05,2012,18.11,7,45.0,0,237.91,2.36,37.9,22,6,91.33,25.11,28,1451,0,75.29,0,8.94,13,10.68,big_sky
2012_1452,15.0,106.88,6.5,67.09,14.59,4,99.7,2012,16.81,4,44.08,0,123.26,2.56,30.21,19,13,52.15,23.38,32,1452,1,71.63,7,7.18,11,12.88,big_east
2012_1453,11.57,96.46,5.93,70.14,12.32,0,101.12,2012,18.04,3,42.02,0,199.54,4.71,35.71,13,15,109.07,23.39,28,1453,0,63.29,5,-4.66,10,14.61,horizon
2012_1454,10.84,98.58,6.06,60.68,12.56,0,94.73,2012,16.97,7,41.97,0,195.32,2.63,34.69,19,13,108.15,23.63,32,1454,0,63.72,5,3.85,12,13.81,horizon
2012_1455,10.9,113.98,6.0,75.28,14.55,2,92.91,2012,17.03,10,48.02,0,138.92,3.97,37.03,26,5,62.8,26.97,31,1455,2,76.9,0,21.07,14,12.1,mvc
2012_1456,8.13,94.23,4.74,71.05,10.65,0,110.46,2012,17.13,2,40.61,0,258.2,2.03,32.0,5,26,153.58,22.52,31,1456,0,60.03,4,-16.23,3,12.94,caa
2012_1457,11.43,95.44,6.63,66.35,10.47,1,102.56,2012,18.63,4,40.89,0,267.4,3.1,30.77,10,20,178.85,21.6,30,1457,0,61.63,5,-7.12,5,12.17,big_south
2012_1458,9.7,108.03,5.21,74.07,11.67,3,88.52,2012,14.21,7,42.37,1,131.46,3.48,36.06,24,9,33.56,24.09,33,1458,4,63.88,4,19.51,14,8.97,big_ten
2012_1459,10.4,102.03,5.03,64.54,13.9,1,100.53,2012,16.53,7,43.58,0,236.47,2.3,33.39,17,13,182.0,23.23,30,1459,0,63.6,2,1.5,9,11.67,southern
